run_index,timestamp,eval_question_number,question,source_no_in_run,case_file,year_logged,retrieval_score,chunk_index,total_chunks_logged,sampled_pdf_relative_path,pdf_exists_under_sampled,chunk_index_in_range,chunks_json_row_found,logged_text_matches_chunks_json_strict,logged_text_matches_chunks_json_normalized,year_logged_matches_chunks_json,total_chunks_matches_chunks_json,verification_notes
2,2026-05-07 22:31:45,1,What conditions has the Supreme Court set for granting bail in cases involving economic offences?,2,The_State_Of_Kerala_vs_Mahesh_on_19_March_2021_1.PDF,2021,0.7312,39,52,data/sampled/2021/The_State_Of_Kerala_vs_Mahesh_on_19_March_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
2,2026-05-07 22:31:45,1,What conditions has the Supreme Court set for granting bail in cases involving economic offences?,3,Sheikh_Javed_Iqbal_Ashfaq_Ansari_vs_The_State_Of_Uttar_Pradesh_on_18_July_2024_1.PDF,2024,0.7307,32,43,data/sampled/2024/Sheikh_Javed_Iqbal_Ashfaq_Ansari_vs_The_State_Of_Uttar_Pradesh_on_18_July_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
2,2026-05-07 22:31:45,1,What conditions has the Supreme Court set for granting bail in cases involving economic offences?,4,Daljit_Singh_vs_The_State_Of_Haryana_on_2_January_2025_1.PDF,2025,0.7250,23,26,data/sampled/2025/Daljit_Singh_vs_The_State_Of_Haryana_on_2_January_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
2,2026-05-07 22:31:45,1,What conditions has the Supreme Court set for granting bail in cases involving economic offences?,5,The_Union_Of_India_vs_Kanhaiya_Prasad_on_13_February_2025_1.PDF,2025,0.7233,18,30,data/sampled/2025/The_Union_Of_India_vs_Kanhaiya_Prasad_on_13_February_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
2,2026-05-07 22:31:45,1,What conditions has the Supreme Court set for granting bail in cases involving economic offences?,6,Thwaha_Fasal_vs_Union_Of_India_on_28_October_2021_1.PDF,2021,0.7188,77,81,data/sampled/2021/Thwaha_Fasal_vs_Union_Of_India_on_28_October_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
2,2026-05-07 22:31:45,1,What conditions has the Supreme Court set for granting bail in cases involving economic offences?,7,Directorate_Of_Enforcement_vs_M_Gopal_Reddy_on_24_February_2023_1.PDF,2023,0.7175,25,27,data/sampled/2023/Directorate_Of_Enforcement_vs_M_Gopal_Reddy_on_24_February_2023_1.PDF,yes,yes,yes,yes,yes,yes,yes,
2,2026-05-07 22:31:45,1,What conditions has the Supreme Court set for granting bail in cases involving economic offences?,8,The_Union_Of_India_vs_Kanhaiya_Prasad_on_13_February_2025_1.PDF,2025,0.7167,13,30,data/sampled/2025/The_Union_Of_India_vs_Kanhaiya_Prasad_on_13_February_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
2,2026-05-07 22:31:45,1,What conditions has the Supreme Court set for granting bail in cases involving economic offences?,9,Thwaha_Fasal_vs_Union_Of_India_on_28_October_2021_1.PDF,2021,0.7138,75,81,data/sampled/2021/Thwaha_Fasal_vs_Union_Of_India_on_28_October_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
2,2026-05-07 22:31:45,1,What conditions has the Supreme Court set for granting bail in cases involving economic offences?,10,Arvind_Kejriwal_vs_Directorate_Of_Enforcement_on_10_May_2024_1.PDF,2024,0.7122,6,17,data/sampled/2024/Arvind_Kejriwal_vs_Directorate_Of_Enforcement_on_10_May_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
2,2026-05-07 22:31:45,1,What conditions has the Supreme Court set for granting bail in cases involving economic offences?,11,Sheikh_Javed_Iqbal_Ashfaq_Ansari_vs_The_State_Of_Uttar_Pradesh_on_18_July_2024_1.PDF,2024,0.7117,33,43,data/sampled/2024/Sheikh_Javed_Iqbal_Ashfaq_Ansari_vs_The_State_Of_Uttar_Pradesh_on_18_July_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
2,2026-05-07 22:31:45,1,What conditions has the Supreme Court set for granting bail in cases involving economic offences?,12,Shivani_Tyagi_vs_State_Of_U_P_on_5_April_2024_1.PDF,2024,0.7081,33,45,data/sampled/2024/Shivani_Tyagi_vs_State_Of_U_P_on_5_April_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
2,2026-05-07 22:31:45,1,What conditions has the Supreme Court set for granting bail in cases involving economic offences?,13,Md_Asfak_Alam_vs_The_State_Of_Jharkhand_on_31_July_2023_1.PDF,2023,0.7081,10,29,data/sampled/2023/Md_Asfak_Alam_vs_The_State_Of_Jharkhand_on_31_July_2023_1.PDF,yes,yes,yes,yes,yes,yes,yes,
2,2026-05-07 22:31:45,1,What conditions has the Supreme Court set for granting bail in cases involving economic offences?,14,Directorate_Of_Enforcement_vs_M_Gopal_Reddy_on_24_February_2023_1.PDF,2023,0.7051,26,27,data/sampled/2023/Directorate_Of_Enforcement_vs_M_Gopal_Reddy_on_24_February_2023_1.PDF,yes,yes,yes,yes,yes,yes,yes,
3,2026-05-07 22:31:56,2,How has the Supreme Court ruled on the cancellation of bail after it has been granted?,1,Shivani_Tyagi_vs_State_Of_U_P_on_5_April_2024_1.PDF,2024,0.7609,31,45,data/sampled/2024/Shivani_Tyagi_vs_State_Of_U_P_on_5_April_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
3,2026-05-07 22:31:56,2,How has the Supreme Court ruled on the cancellation of bail after it has been granted?,2,State_Of_Rajasthan_vs_Indraj_Singh_And_Etc_on_7_March_2025_1.PDF,2025,0.7474,7,23,data/sampled/2025/State_Of_Rajasthan_vs_Indraj_Singh_And_Etc_on_7_March_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
3,2026-05-07 22:31:56,2,How has the Supreme Court ruled on the cancellation of bail after it has been granted?,3,Shivani_Tyagi_vs_State_Of_U_P_on_5_April_2024_1.PDF,2024,0.7403,34,45,data/sampled/2024/Shivani_Tyagi_vs_State_Of_U_P_on_5_April_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
3,2026-05-07 22:31:56,2,How has the Supreme Court ruled on the cancellation of bail after it has been granted?,4,The_State_Of_Kerala_vs_Mahesh_on_19_March_2021_1.PDF,2021,0.7385,33,52,data/sampled/2021/The_State_Of_Kerala_vs_Mahesh_on_19_March_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
3,2026-05-07 22:31:56,2,How has the Supreme Court ruled on the cancellation of bail after it has been granted?,5,State_Of_Rajasthan_vs_Indraj_Singh_And_Etc_on_7_March_2025_1.PDF,2025,0.7303,16,23,data/sampled/2025/State_Of_Rajasthan_vs_Indraj_Singh_And_Etc_on_7_March_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
3,2026-05-07 22:31:56,2,How has the Supreme Court ruled on the cancellation of bail after it has been granted?,6,The_State_Of_Kerala_vs_Mahesh_on_19_March_2021_1.PDF,2021,0.7219,30,52,data/sampled/2021/The_State_Of_Kerala_vs_Mahesh_on_19_March_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
3,2026-05-07 22:31:56,2,How has the Supreme Court ruled on the cancellation of bail after it has been granted?,7,Sheikh_Javed_Iqbal_Ashfaq_Ansari_vs_The_State_Of_Uttar_Pradesh_on_18_July_2024_1.PDF,2024,0.7018,40,43,data/sampled/2024/Sheikh_Javed_Iqbal_Ashfaq_Ansari_vs_The_State_Of_Uttar_Pradesh_on_18_July_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
3,2026-05-07 22:31:56,2,How has the Supreme Court ruled on the cancellation of bail after it has been granted?,8,Central_Bureau_Of_Investigation_vs_Kapil_Wadhawan_on_24_January_2024_1.PDF,2024,0.6971,23,47,data/sampled/2024/Central_Bureau_Of_Investigation_vs_Kapil_Wadhawan_on_24_January_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
4,2026-05-07 22:32:09,3,What has the Supreme Court said about the rights of accused persons during police interrogation?,1,Manoj_vs_The_State_Of_Madhya_Pradesh_on_20_May_2022_1.PDF,2022,0.7115,255,348,data/sampled/2022/Manoj_vs_The_State_Of_Madhya_Pradesh_on_20_May_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
4,2026-05-07 22:32:09,3,What has the Supreme Court said about the rights of accused persons during police interrogation?,2,Manoj_vs_The_State_Of_Madhya_Pradesh_on_20_May_2022_1.PDF,2022,0.7044,256,348,data/sampled/2022/Manoj_vs_The_State_Of_Madhya_Pradesh_on_20_May_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
4,2026-05-07 22:32:09,3,What has the Supreme Court said about the rights of accused persons during police interrogation?,3,Sukanya_Shantha_vs_Union_Of_India_on_3_October_2024_1.PDF,2024,0.6886,102,363,data/sampled/2024/Sukanya_Shantha_vs_Union_Of_India_on_3_October_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
4,2026-05-07 22:32:09,3,What has the Supreme Court said about the rights of accused persons during police interrogation?,4,Dhirubhai_Bhailalbhai_Chauhan_vs_The_State_Of_Gujarat_on_21_March_2025_1.PDF,2025,0.6881,21,24,data/sampled/2025/Dhirubhai_Bhailalbhai_Chauhan_vs_The_State_Of_Gujarat_on_21_March_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
4,2026-05-07 22:32:09,3,What has the Supreme Court said about the rights of accused persons during police interrogation?,5,Sheikh_Javed_Iqbal_Ashfaq_Ansari_vs_The_State_Of_Uttar_Pradesh_on_18_July_2024_1.PDF,2024,0.6826,20,43,data/sampled/2024/Sheikh_Javed_Iqbal_Ashfaq_Ansari_vs_The_State_Of_Uttar_Pradesh_on_18_July_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
4,2026-05-07 22:32:09,3,What has the Supreme Court said about the rights of accused persons during police interrogation?,6,Sukanya_Shantha_vs_Union_Of_India_on_3_October_2024_1.PDF,2024,0.6822,209,363,data/sampled/2024/Sukanya_Shantha_vs_Union_Of_India_on_3_October_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
4,2026-05-07 22:32:09,3,What has the Supreme Court said about the rights of accused persons during police interrogation?,7,Dhirubhai_Bhailalbhai_Chauhan_vs_The_State_Of_Gujarat_on_21_March_2025_1.PDF,2025,0.6791,15,24,data/sampled/2025/Dhirubhai_Bhailalbhai_Chauhan_vs_The_State_Of_Gujarat_on_21_March_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
4,2026-05-07 22:32:09,3,What has the Supreme Court said about the rights of accused persons during police interrogation?,8,Manik_vs_The_State_Of_Maharashtra_on_25_September_2024_1.PDF,2024,0.6786,92,108,data/sampled/2024/Manik_vs_The_State_Of_Maharashtra_on_25_September_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
4,2026-05-07 22:32:09,3,What has the Supreme Court said about the rights of accused persons during police interrogation?,9,M_S_Neeharika_Infrastructure_Pvt_vs_The_State_Of_Maharashtra_on_13_April_2021_1.PDF,2021,0.6785,64,141,data/sampled/2021/M_S_Neeharika_Infrastructure_Pvt_vs_The_State_Of_Maharashtra_on_13_April_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
4,2026-05-07 22:32:09,3,What has the Supreme Court said about the rights of accused persons during police interrogation?,10,Dhanraj_Aswani_vs_Amar_S_Mulchandani_on_9_September_2024_1.PDF,2024,0.6726,70,140,data/sampled/2024/Dhanraj_Aswani_vs_Amar_S_Mulchandani_on_9_September_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
4,2026-05-07 22:32:09,3,What has the Supreme Court said about the rights of accused persons during police interrogation?,11,Goverdhan_vs_The_State_Of_Chhattisgarh_on_9_January_2025_1.PDF,2025,0.6708,117,156,data/sampled/2025/Goverdhan_vs_The_State_Of_Chhattisgarh_on_9_January_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
4,2026-05-07 22:32:09,3,What has the Supreme Court said about the rights of accused persons during police interrogation?,12,Dhanraj_Aswani_vs_Amar_S_Mulchandani_on_9_September_2024_1.PDF,2024,0.6700,120,140,data/sampled/2024/Dhanraj_Aswani_vs_Amar_S_Mulchandani_on_9_September_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
4,2026-05-07 22:32:09,3,What has the Supreme Court said about the rights of accused persons during police interrogation?,13,Pulen_Phukan_And_Ors_vs_The_State_Of_Assam_on_28_March_2023_1.PDF,2023,0.6668,23,41,data/sampled/2023/Pulen_Phukan_And_Ors_vs_The_State_Of_Assam_on_28_March_2023_1.PDF,yes,yes,yes,yes,yes,yes,yes,
4,2026-05-07 22:32:09,3,What has the Supreme Court said about the rights of accused persons during police interrogation?,14,Manik_vs_The_State_Of_Maharashtra_on_25_September_2024_1.PDF,2024,0.6666,91,108,data/sampled/2024/Manik_vs_The_State_Of_Maharashtra_on_25_September_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
5,2026-05-07 22:32:21,4,How has the court ruled on the use of circumstantial evidence in murder cases?,1,Sanjay_vs_Union_Of_India_on_6_February_2025_1.PDF,2025,0.7501,12,33,data/sampled/2025/Sanjay_vs_Union_Of_India_on_6_February_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
5,2026-05-07 22:32:21,4,How has the court ruled on the use of circumstantial evidence in murder cases?,2,Lochan_Shrivas_vs_The_State_Of_Chhattisgarh_on_14_December_2021_1.PDF,2021,0.7374,13,69,data/sampled/2021/Lochan_Shrivas_vs_The_State_Of_Chhattisgarh_on_14_December_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
5,2026-05-07 22:32:21,4,How has the court ruled on the use of circumstantial evidence in murder cases?,3,Nusrat_Parween_vs_The_State_Of_Jharkhand_on_10_December_2024_1.PDF,2024,0.7277,27,55,data/sampled/2024/Nusrat_Parween_vs_The_State_Of_Jharkhand_on_10_December_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
5,2026-05-07 22:32:21,4,How has the court ruled on the use of circumstantial evidence in murder cases?,4,Harvinder_Singh_Bachhu_vs_The_State_Of_Himachal_Pradesh_on_13_October_2023_1.PDF,2023,0.7264,54,60,data/sampled/2023/Harvinder_Singh_Bachhu_vs_The_State_Of_Himachal_Pradesh_on_13_October_2023_1.PDF,yes,yes,yes,yes,yes,yes,yes,
5,2026-05-07 22:32:21,4,How has the court ruled on the use of circumstantial evidence in murder cases?,5,Ravi_Sharma_vs_State_Government_Of_N_C_T_Of_Delhi_on_11_July_2022_1.PDF,2022,0.7217,6,47,data/sampled/2022/Ravi_Sharma_vs_State_Government_Of_N_C_T_Of_Delhi_on_11_July_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
5,2026-05-07 22:32:21,4,How has the court ruled on the use of circumstantial evidence in murder cases?,6,Harvinder_Singh_Bachhu_vs_The_State_Of_Himachal_Pradesh_on_13_October_2023_1.PDF,2023,0.7176,56,60,data/sampled/2023/Harvinder_Singh_Bachhu_vs_The_State_Of_Himachal_Pradesh_on_13_October_2023_1.PDF,yes,yes,yes,yes,yes,yes,yes,
5,2026-05-07 22:32:21,4,How has the court ruled on the use of circumstantial evidence in murder cases?,7,Lochan_Shrivas_vs_The_State_Of_Chhattisgarh_on_14_December_2021_1.PDF,2021,0.7155,12,69,data/sampled/2021/Lochan_Shrivas_vs_The_State_Of_Chhattisgarh_on_14_December_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
5,2026-05-07 22:32:21,4,How has the court ruled on the use of circumstantial evidence in murder cases?,8,Sabitri_Samantaray_vs_The_State_Of_Odisha_on_20_May_2022_1.PDF,2022,0.7155,16,24,data/sampled/2022/Sabitri_Samantaray_vs_The_State_Of_Odisha_on_20_May_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
5,2026-05-07 22:32:21,4,How has the court ruled on the use of circumstantial evidence in murder cases?,9,Deen_Dayal_Tiwari_vs_State_Of_Uttar_Pradesh_on_16_January_2025_1.PDF,2025,0.7147,21,43,data/sampled/2025/Deen_Dayal_Tiwari_vs_State_Of_Uttar_Pradesh_on_16_January_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
5,2026-05-07 22:32:21,4,How has the court ruled on the use of circumstantial evidence in murder cases?,10,Hari_Om_Hero_vs_State_Of_U_P_on_5_January_2021_1.PDF,2021,0.7137,87,92,data/sampled/2021/Hari_Om_Hero_vs_State_Of_U_P_on_5_January_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
5,2026-05-07 22:32:21,4,How has the court ruled on the use of circumstantial evidence in murder cases?,11,Nusrat_Parween_vs_The_State_Of_Jharkhand_on_10_December_2024_1.PDF,2024,0.7136,24,55,data/sampled/2024/Nusrat_Parween_vs_The_State_Of_Jharkhand_on_10_December_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
5,2026-05-07 22:32:21,4,How has the court ruled on the use of circumstantial evidence in murder cases?,12,Ravi_Sharma_vs_State_Government_Of_N_C_T_Of_Delhi_on_11_July_2022_1.PDF,2022,0.7136,41,47,data/sampled/2022/Ravi_Sharma_vs_State_Government_Of_N_C_T_Of_Delhi_on_11_July_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
5,2026-05-07 22:32:21,4,How has the court ruled on the use of circumstantial evidence in murder cases?,13,Rajesh_Prasad_vs_The_State_Of_Bihar_And_Anr_Etc_on_7_January_2022_1.PDF,2022,0.7133,37,86,data/sampled/2022/Rajesh_Prasad_vs_The_State_Of_Bihar_And_Anr_Etc_on_7_January_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
5,2026-05-07 22:32:21,4,How has the court ruled on the use of circumstantial evidence in murder cases?,14,Abdul_Nassar_vs_The_State_Of_Kerala_on_7_January_2025_1.PDF,2025,0.7128,50,54,data/sampled/2025/Abdul_Nassar_vs_The_State_Of_Kerala_on_7_January_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
5,2026-05-07 22:32:21,4,How has the court ruled on the use of circumstantial evidence in murder cases?,15,Sanjay_vs_Union_Of_India_on_6_February_2025_1.PDF,2025,0.7078,3,33,data/sampled/2025/Sanjay_vs_Union_Of_India_on_6_February_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
5,2026-05-07 22:32:21,4,How has the court ruled on the use of circumstantial evidence in murder cases?,16,Manik_vs_The_State_Of_Maharashtra_on_25_September_2024_1.PDF,2024,0.7039,48,108,data/sampled/2024/Manik_vs_The_State_Of_Maharashtra_on_25_September_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
6,2026-05-07 22:32:33,5,What are the Supreme Court guidelines on sentencing in cases of rape and sexual assault?,1,The_State_Of_Madhya_Pradesh_Home_vs_Mahendra_Golu_on_25_October_2021_1.PDF,2021,0.6808,28,30,data/sampled/2021/The_State_Of_Madhya_Pradesh_Home_vs_Mahendra_Golu_on_25_October_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
6,2026-05-07 22:32:33,5,What are the Supreme Court guidelines on sentencing in cases of rape and sexual assault?,2,Lochan_Shrivas_vs_The_State_Of_Chhattisgarh_on_14_December_2021_1.PDF,2021,0.6521,60,69,data/sampled/2021/Lochan_Shrivas_vs_The_State_Of_Chhattisgarh_on_14_December_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
6,2026-05-07 22:32:33,5,What are the Supreme Court guidelines on sentencing in cases of rape and sexual assault?,3,Manoj_vs_The_State_Of_Madhya_Pradesh_on_20_May_2022_1.PDF,2022,0.6416,297,348,data/sampled/2022/Manoj_vs_The_State_Of_Madhya_Pradesh_on_20_May_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
6,2026-05-07 22:32:33,5,What are the Supreme Court guidelines on sentencing in cases of rape and sexual assault?,4,Manoj_vs_The_State_Of_Madhya_Pradesh_on_20_May_2022_1.PDF,2022,0.6385,299,348,data/sampled/2022/Manoj_vs_The_State_Of_Madhya_Pradesh_on_20_May_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
6,2026-05-07 22:32:33,5,What are the Supreme Court guidelines on sentencing in cases of rape and sexual assault?,5,Ravi_Sharma_vs_State_Government_Of_N_C_T_Of_Delhi_on_11_July_2022_1.PDF,2022,0.6377,11,47,data/sampled/2022/Ravi_Sharma_vs_State_Government_Of_N_C_T_Of_Delhi_on_11_July_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
6,2026-05-07 22:32:33,5,What are the Supreme Court guidelines on sentencing in cases of rape and sexual assault?,6,Lochan_Shrivas_vs_The_State_Of_Chhattisgarh_on_14_December_2021_1.PDF,2021,0.6376,12,69,data/sampled/2021/Lochan_Shrivas_vs_The_State_Of_Chhattisgarh_on_14_December_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
6,2026-05-07 22:32:33,5,What are the Supreme Court guidelines on sentencing in cases of rape and sexual assault?,7,Shivani_Tyagi_vs_State_Of_U_P_on_5_April_2024_1.PDF,2024,0.6361,24,45,data/sampled/2024/Shivani_Tyagi_vs_State_Of_U_P_on_5_April_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
6,2026-05-07 22:32:33,5,What are the Supreme Court guidelines on sentencing in cases of rape and sexual assault?,8,The_State_Of_Madhya_Pradesh_Home_vs_Mahendra_Golu_on_25_October_2021_1.PDF,2021,0.6349,25,30,data/sampled/2021/The_State_Of_Madhya_Pradesh_Home_vs_Mahendra_Golu_on_25_October_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
6,2026-05-07 22:32:33,5,What are the Supreme Court guidelines on sentencing in cases of rape and sexual assault?,9,Prakash_vs_The_State_Of_Maharashtra_on_20_December_2024_1.PDF,2024,0.6217,22,61,data/sampled/2024/Prakash_vs_The_State_Of_Maharashtra_on_20_December_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
7,2026-05-07 22:32:45,6,How has the Supreme Court interpreted the right to equality under Article 14?,1,Sukanya_Shantha_vs_Union_Of_India_on_3_October_2024_1.PDF,2024,0.7696,36,363,data/sampled/2024/Sukanya_Shantha_vs_Union_Of_India_on_3_October_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
